gloss,path,word,date,variant,token
BRAND2024710,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brand 2024-7-10 Upload/Documentation/SG ASL Brand 2024-7-10 CC.mp4,brand,2024-7-10,Documentation,BRAND
BYEOTHERVARIANT202497,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bye Other Variant 2024-9-7 Upload/Documentation/SG ASL Bye Other Variant 2024-9-7 CC.mp4,byeothervariant,2024-9-7,Documentation,BYEOTHERVARIANT
BOUNCEEMAIL2024627,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bounce Email 2024-6-27 Upload/Documentation/SG ASL Bounce Email 2024-6-27 CC.mp4,bounceemail,2024-6-27,Documentation,BOUNCEEMAIL
BARE(ALT)2024113,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bare (Alt) 2024-1-13 Upload/Documentation/SG ASL Bare (Alt) 2024-1-13 CC.mp4,bare,2024-1-13,Documentation,BARE
BAKE20231217,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bake 2023-12-17 Upload/Documentation/SG ASL Bake 2023-12-17 CC.mp4,bake,2023-12-17,Documentation,BAKE
BOSTON2024624,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boston 2024-6-24 Upload/Documentation/SG ASL Boston 2024-6-24 CC.mp4,boston,2024-6-24,Documentation,BOSTON
BOOKEXTENDED202469,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Book Extended 2024-6-9 Upload/Documentation/SG ASL Book Extended 2024-6-9 CC.mp4,bookextended,2024-6-9,Documentation,BOOKEXTENDED
BALLERINA(ALT)20231219,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Ballerina (Alt) 2023-12-19 Upload/Documentation/SG ASL Ballerina (Alt) 2023-12-19 CC.mp4,ballerina,2023-12-19,Documentation,BALLERINA
BONDALT202466,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bond Alt 2024-6-6 Upload/Documentation/SG ASL Bond Alt 2024-6-6 CC.mp4,bondalt,2024-6-6,Documentation,BONDALT
BATHINGSUIT(2PIECE),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bathing Suit (2 Piece) 2 2024-2-2 Upload/Documentation/SG ASL Bathing Suit (2 Piece) 2 2024-2-2 CC.mp4,bathingsuit,2024-2-2,Documentation,BATHINGSUIT
BLAZE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blaze 1 2024-5-6 Upload/Documentation/SG ASL Blaze 1 2024-5-6 CC.mp4,blaze,2024-5-6,Documentation,BLAZE
BIGHEADED2024413,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Big Headed 2024-4-13 Upload/Documentation/SG ASL Big Headed 2024-4-13 CC.mp4,bigheaded,2024-4-13,Documentation,BIGHEADED
BORNAGAIN2024621,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Born Again 2024-6-21 Upload/Documentation/SG ASL Born Again 2024-6-21 CC.mp4,bornagain,2024-6-21,Documentation,BORNAGAIN
BOULDER,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boulder 2 2024-6-27 Upload/Documentation/SG ASL Boulder 2 2024-6-27 CC.mp4,boulder,2024-6-27,Documentation,BOULDER
BABBLE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Babble 1 2023-11-21 Upload/Documentation/SG ASL Babble 1 2023-11-21 CC.mp4,babble,2023-11-21,Documentation,BABBLE
BEAD,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bead 2 2024-2-13 Upload/Documentation/SG ASL Bead 2 2024-2-13 CC.mp4,bead,2024-2-13,Documentation,BEAD
BEARINMIND(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bear in Mind (Alt) 2 2024-2-19 Upload/Documentation/SG ASL Bear in Mind (Alt) 2 2024-2-19 CC.mp4,bearinmind,2024-2-19,Documentation,BEARINMIND
BROTHER202485,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brother 2024-8-5 Upload/Documentation/SG ASL Brother 2024-8-5 CC.mp4,brother,2024-8-5,Documentation,BROTHER
BENEVOLENT(OTHERVARIANT)2024327,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Benevolent (Other Variant) 2024-3-27 Upload/Documentation/SG ASL Benevolent (Other Variant) 2024-3-27 CC.mp4,benevolent,2024-3-27,Documentation,BENEVOLENT
BLASPHEMY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blasphemy 2 2024-5-5 Upload/Documentation/SG ASL Blasphemy 2 2024-5-5 CC.mp4,blasphemy,2024-5-5,Documentation,BLASPHEMY
BEANIE2024215,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beanie 2024-2-15 Upload/Documentation/SG ASL Beanie 2024-2-15 CC.mp4,beanie,2024-2-15,Documentation,BEANIE
BLOODLINE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bloodline 1 2024-5-18 Upload/Documentation/SG ASL Bloodline 1 2024-5-18 CC.mp4,bloodline,2024-5-18,Documentation,BLOODLINE
BATTLE(ACT)2024210,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Battle (Act) 2024-2-10 Upload/Documentation/SG ASL Battle (Act) 2024-2-10 CC.mp4,battle,2024-2-10,Documentation,BATTLE
BREAKFAST,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breakfast 2 2024-7-15 Upload/Documentation/SG ASL Breakfast 2 2024-7-15 CC.mp4,breakfast,2024-7-15,Documentation,BREAKFAST
BLOODPRESSURE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blood Pressure 2 2024-5-15 Upload/Documentation/SG ASL Blood Pressure 2 2024-5-15 CC.mp4,bloodpressure,2024-5-15,Documentation,BLOODPRESSURE
BELITTLE(OTHER),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belittle (Other) 1 2024-3-16 Upload/Documentation/SG ASL Belittle (Other) 1 2024-3-16 CC.mp4,belittle,2024-3-16,Documentation,BELITTLE
BUSH202491,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bush 2024-9-1 Upload/Documentation/SG ASL Bush 2024-9-1 CC.mp4,bush,2024-9-1,Documentation,BUSH
BAGEL(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bagel (Alt) 1 2023-12-15 Upload/Documentation/SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,bagel,2023-12-15,Documentation,BAGEL
BREASTSTROKE2024724,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breaststroke 2024-7-24 Upload/Documentation/SG ASL Breaststroke 2024-7-24 CC.mp4,breaststroke,2024-7-24,Documentation,BREASTSTROKE
BANK,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bank 3 2024-1-5 Upload/Documentation/SG ASL Bank 3 2024-1-5 CC.mp4,bank,2024-1-5,Documentation,BANK
BELOW2024320,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Below 2024-3-20 Upload/Documentation/SG ASL Below 2024-3-20 CC.mp4,below,2024-3-20,Documentation,BELOW
BOILALT202463,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boil Alt 2024-6-3 Upload/Documentation/SG ASL Boil Alt 2024-6-3 CC.mp4,boilalt,2024-6-3,Documentation,BOILALT
BOARDPLANK,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Board Plank 1 2024-5-30 Upload/Documentation/SG ASL Board Plank 1 2024-5-30 CC.mp4,boardplank,2024-5-30,Documentation,BOARDPLANK
BIOSPY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Biospy 2 2024-4-23 Upload/Documentation/SG ASL Biospy 2 2024-4-23 CC.mp4,biospy,2024-4-23,Documentation,BIOSPY
BREAKOUT2024722,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breakout 2024-7-22 Upload/Documentation/SG ASL Breakout 2024-7-22 CC.mp4,breakout,2024-7-22,Documentation,BREAKOUT
BORDER2024619,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Border 2024-6-19 Upload/Documentation/SG ASL Border 2024-6-19 CC.mp4,border,2024-6-19,Documentation,BORDER
BEIGE(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beige (Alt) 2 2024-3-14 Upload/Documentation/SG ASL Beige (Alt) 2 2024-3-14 CC.mp4,beige,2024-3-14,Documentation,BEIGE
BEDROOM(VARIANT)2024229,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bedroom (Variant) 2024-2-29 Upload/Documentation/SG ASL Bedroom (Variant) 2024-2-29 CC.mp4,bedroom,2024-2-29,Documentation,BEDROOM
BREAKFASTTIME2024716,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Breakfast Time 2024-7-16 Upload/Documentation/SG ASL Breakfast Time 2024-7-16 CC.mp4,breakfasttime,2024-7-16,Documentation,BREAKFASTTIME
BLAMEME,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blame Me 1 2024-5-2 Upload/Documentation/SG ASL Blame Me 1 2024-5-2 CC.mp4,blameme,2024-5-2,Documentation,BLAMEME
BANTER,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Banter 2 2024-1-7 Upload/Documentation/SG ASL Banter 2 2024-1-7 CC.mp4,banter,2024-1-7,Documentation,BANTER
BAPTISM,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baptism 3 2024-1-9 Upload/Documentation/SG ASL Baptism 3 2024-1-9 CC.mp4,baptism,2024-1-9,Documentation,BAPTISM
BADBREATH(ALT)20231212,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bad Breath (Alt) 2023-12-12 Upload/Documentation/SG ASL Bad Breath (Alt) 2023-12-12 CC.mp4,badbreath,2023-12-12,Documentation,BADBREATH
BROWNSUGARALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brown Sugar Alt 2 2024-8-6 Upload/Documentation/SG ASL Brown Sugar Alt 2 2024-8-6 CC.mp4,brownsugaralt,2024-8-6,Documentation,BROWNSUGARALT
BALLERINA20231219,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Ballerina 2023-12-19 Upload/Documentation/SG ASL Ballerina 2023-12-19 CC.mp4,ballerina,2023-12-19,Documentation,BALLERINA
BROOCHALT202483,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brooch Alt 2024-8-3 Upload/Documentation/SG ASL Brooch Alt 2024-8-3 CC.mp4,broochalt,2024-8-3,Documentation,BROOCHALT
BOUNCEALT2024627,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bounce Alt 2024-6-27 Upload/Documentation/SG ASL Bounce Alt 2024-6-27 CC.mp4,bouncealt,2024-6-27,Documentation,BOUNCEALT
BREAK,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Break 2 2024-7-14 Upload/Documentation/SG ASL Break 2 2024-7-14 CC.mp4,break,2024-7-14,Documentation,BREAK
BACKDOOR,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Backdoor 2 2023-12-3 Upload/Documentation/SG ASL Backdoor 2 2023-12-3 CC.mp4,backdoor,2023-12-3,Documentation,BACKDOOR
BASTARD,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bastard 2 2024-1-30 Upload/Documentation/SG ASL Bastard 2 2024-1-30 CC.mp4,bastard,2024-1-30,Documentation,BASTARD
BRIEFALT2024727,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brief Alt 2024-7-27 Upload/Documentation/SG ASL Brief Alt 2024-7-27 CC.mp4,briefalt,2024-7-27,Documentation,BRIEFALT
BLUESADALT2024523,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blue Sad Alt 2024-5-23 Upload/Documentation/SG ASL Blue Sad Alt 2024-5-23 CC.mp4,bluesadalt,2024-5-23,Documentation,BLUESADALT
BUT202495,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL But 2024-9-5 Upload/Documentation/SG ASL But 2024-9-5 CC.mp4,but,2024-9-5,Documentation,BUT
BURY,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bury 2 2024-9-1 Upload/Documentation/SG ASL Bury 2 2024-9-1 CC.mp4,bury,2024-9-1,Documentation,BURY
BEENAWHILE202433,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Been A while 2024-3-3 Upload/Documentation/SG ASL Been A while 2024-3-3 CC.mp4,beenawhile,2024-3-3,Documentation,BEENAWHILE
BEATAROUNDTHEBUSH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beat Around the Bush 1 2024-2-23 Upload/Documentation/SG ASL Beat Around the Bush 1 2024-2-23 CC.mp4,beataroundthebush,2024-2-23,Documentation,BEATAROUNDTHEBUSH
BLACKPANTHER2024429,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Black Panther 2024-4-29 Upload/Documentation/SG ASL Black Panther 2024-4-29 CC.mp4,blackpanther,2024-4-29,Documentation,BLACKPANTHER
BLINK2024511,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blink 2024-5-11 Upload/Documentation/SG ASL Blink 2024-5-11 CC.mp4,blink,2024-5-11,Documentation,BLINK
BRINGHERE2024728,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bring Here 2024-7-28 Upload/Documentation/SG ASL Bring Here 2024-7-28 CC.mp4,bringhere,2024-7-28,Documentation,BRINGHERE
BADMOUTHING,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Badmouthing 1 2023-12-14 Upload/Documentation/SG ASL Badmouthing 1 2023-12-14 CC.mp4,badmouthing,2023-12-14,Documentation,BADMOUTHING
BARRAGE(GUN),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Barrage (Gun) 3 2024-1-16 Upload/Documentation/SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4,barrage,2024-1-16,Documentation,BARRAGE
BODY202462,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Body 2024-6-2 Upload/Documentation/SG ASL Body 2024-6-2 CC.mp4,body,2024-6-2,Documentation,BODY
BASEMENT(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Basement (Alt) 2 2024-1-22 Upload/Documentation/SG ASL Basement (Alt) 2 2024-1-22 CC.mp4,basement,2024-1-22,Documentation,BASEMENT
BACKYARD(ALT)20231210,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Backyard (Alt) 2023-12-10 Upload/Documentation/SG ASL Backyard (Alt) 2023-12-10 CC.mp4,backyard,2023-12-10,Documentation,BACKYARD
BANGUP,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bang Up 2 2024-1-4 Upload/Documentation/SG ASL Bang Up 2 2024-1-4 CC.mp4,bangup,2024-1-4,Documentation,BANGUP
BRAWL,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brawl 2 2024-7-11 Upload/Documentation/SG ASL Brawl 2 2024-7-11 CC.mp4,brawl,2024-7-11,Documentation,BRAWL
BANQUET,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Banquet 3 2024-1-7 Upload/Documentation/SG ASL Banquet 3 2024-1-7 CC.mp4,banquet,2024-1-7,Documentation,BANQUET
BLESSEXTENDED202459,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bless Extended 2024-5-9 Upload/Documentation/SG ASL Bless Extended 2024-5-9 CC.mp4,blessextended,2024-5-9,Documentation,BLESSEXTENDED
BEAK,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beak 2 2024-2-14 Upload/Documentation/SG ASL Beak 2 2024-2-14 CC.mp4,beak,2024-2-14,Documentation,BEAK
BELT(ALT)2024321,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belt (Alt) 2024-3-21 Upload/Documentation/SG ASL Belt (Alt) 2024-3-21 CC.mp4,belt,2024-3-21,Documentation,BELT
BEEP(ALT)202433,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beep (Alt) 2024-3-3 Upload/Documentation/SG ASL Beep (Alt) 2024-3-3 CC.mp4,beep,2024-3-3,Documentation,BEEP
BEDTIME,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bedtime 2 handed 2 2024-3-1 Upload/Documentation/SG ASL Bedtime 2 handed 2 2024-3-1 CC.mp4,bedtime,2024-3-1,Documentation,BEDTIME
BAMBOOZLE20231222,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bamboozle 2023-12-22 Upload/Documentation/SG ASL Bamboozle 2023-12-22 CC.mp4,bamboozle,2023-12-22,Documentation,BAMBOOZLE
BROWSER202487,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Browser 2024-8-7 Upload/Documentation/SG ASL Browser 2024-8-7 CC.mp4,browser,2024-8-7,Documentation,BROWSER
BELIEF,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belief 2 2024-3-16 Upload/Documentation/SG ASL Belief 2 2024-3-16 CC.mp4,belief,2024-3-16,Documentation,BELIEF
BLINDSVERTICAL2024510,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blinds Vertical 2024-5-10 Upload/Documentation/SG ASL Blinds Vertical 2024-5-10 CC.mp4,blindsvertical,2024-5-10,Documentation,BLINDSVERTICAL
BRITISHVIRGINISLANDSALT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL British Virgin Islands Alt 2 2024-8-1 Upload/Documentation/SG ASL British Virgin Islands Alt 2 2024-8-1 CC.mp4,britishvirginislandsalt,2024-8-1,Documentation,BRITISHVIRGINISLANDSALT
BLEEDEXTENDED,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bleed Extended 2 2024-5-6 Upload/Documentation/SG ASL Bleed Extended 2 2024-5-6 CC.mp4,bleedextended,2024-5-6,Documentation,BLEEDEXTENDED
BASH(CRITICIZE),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bash (Criticize) 4 2024-1-24 Upload/Documentation/SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4,bash,2024-1-24,Documentation,BASH
BIGTALL2024413,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Big Tall 2024-4-13 Upload/Documentation/SG ASL Big Tall 2024-4-13 CC.mp4,bigtall,2024-4-13,Documentation,BIGTALL
BEAM(SMILE),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beam (Smile) 3 2024-2-14 Upload/Documentation/SG ASL Beam (Smile) 3 2024-2-14 CC.mp4,beam,2024-2-14,Documentation,BEAM
BUMCLOTHES2024815,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bum Clothes 2024-8-15 Upload/Documentation/SG ASL Bum Clothes 2024-8-15 CC.mp4,bumclothes,2024-8-15,Documentation,BUMCLOTHES
BACKUPOTHER20231210,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Backup Other 2023-12-10 Upload/Documentation/SG ASL Backup Other 2023-12-10 CC.mp4,backupother,2023-12-10,Documentation,BACKUPOTHER
BLOCKADE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blockade 2 2024-5-14 Upload/Documentation/SG ASL Blockade 2 2024-5-14 CC.mp4,blockade,2024-5-14,Documentation,BLOCKADE
BALTIMORE(ALT)20231221,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baltimore (Alt) 2023-12-21 Upload/Documentation/SG ASL Baltimore (Alt) 2023-12-21 CC.mp4,baltimore,2023-12-21,Documentation,BALTIMORE
BEVERAGE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beverage 1 2024-4-7 Upload/Documentation/SG ASL Beverage 1 2024-4-7 CC.mp4,beverage,2024-4-7,Documentation,BEVERAGE
BELITTLE(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Belittle (Alt) 2 2024-3-16 Upload/Documentation/SG ASL Belittle (Alt) 2 2024-3-16 CC.mp4,belittle,2024-3-16,Documentation,BELITTLE
BLONDE,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blonde 2 2024-5-14 Upload/Documentation/SG ASL Blonde 2 2024-5-14 CC.mp4,blonde,2024-5-14,Documentation,BLONDE
BIGWIDE(VARIANT)2024414,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Big Wide (Variant) 2024-4-14 Upload/Documentation/SG ASL Big Wide (Variant) 2024-4-14 CC.mp4,bigwide,2024-4-14,Documentation,BIGWIDE
BRAGGART202477,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Braggart 2024-7-7 Upload/Documentation/SG ASL Braggart 2024-7-7 CC.mp4,braggart,2024-7-7,Documentation,BRAGGART
BROOMALT202483,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Broom Alt 2024-8-3 Upload/Documentation/SG ASL Broom Alt 2024-8-3 CC.mp4,broomalt,2024-8-3,Documentation,BROOMALT
BISON2024425,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bison 2024-4-25 Upload/Documentation/SG ASL Bison 2024-4-25 CC.mp4,bison,2024-4-25,Documentation,BISON
BOTHOFUS2024624,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Both of Us 2024-6-24 Upload/Documentation/SG ASL Both of Us 2024-6-24 CC.mp4,bothofus,2024-6-24,Documentation,BOTHOFUS
BOTTOMBELOW2024626,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bottom Below 2024-6-26 Upload/Documentation/SG ASL Bottom Below 2024-6-26 CC.mp4,bottombelow,2024-6-26,Documentation,BOTTOMBELOW
BURUNDI202491,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Burundi 2024-9-1 Upload/Documentation/SG ASL Burundi 2024-9-1 CC.mp4,burundi,2024-9-1,Documentation,BURUNDI
BAFFLE20231215,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Baffle 2023-12-15 Upload/Documentation/SG ASL Baffle 2023-12-15 CC.mp4,baffle,2023-12-15,Documentation,BAFFLE
BENDDOWN(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bend Down (Alt) 3 2024-3-23 Upload/Documentation/SG ASL Bend Down (Alt) 3 2024-3-23 CC.mp4,benddown,2024-3-23,Documentation,BENDDOWN
BEEN,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Been 1 2024-3-3 Upload/Documentation/SG ASL Been 1 2024-3-3 CC.mp4,been,2024-3-3,Documentation,BEEN
BRATISLAVA2024711,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bratislava 2024-7-11 Upload/Documentation/SG ASL Bratislava 2024-7-11 CC.mp4,bratislava,2024-7-11,Documentation,BRATISLAVA
BLUSH,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Blush 2 2024-5-28 Upload/Documentation/SG ASL Blush 2 2024-5-28 CC.mp4,blush,2024-5-28,Documentation,BLUSH
BOOMING2024613,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Booming 2024-6-13 Upload/Documentation/SG ASL Booming 2024-6-13 CC.mp4,booming,2024-6-13,Documentation,BOOMING
BOLD202463,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bold 2024-6-3 Upload/Documentation/SG ASL Bold 2024-6-3 CC.mp4,bold,2024-6-3,Documentation,BOLD
BEATUP(ALT),/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Beat Up (Alt) 2 2024-2-23 Upload/Documentation/SG ASL Beat Up (Alt) 2 2024-2-23 CC.mp4,beatup,2024-2-23,Documentation,BEATUP
BASEMENT,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Basement 2 2024-1-22 Upload/Documentation/SG ASL Basement 2 2024-1-22 CC.mp4,basement,2024-1-22,Documentation,BASEMENT
BOWGIFTALT2024630,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bow Gift Alt 2024-6-30 Upload/Documentation/SG ASL Bow Gift Alt 2024-6-30 CC.mp4,bowgiftalt,2024-6-30,Documentation,BOWGIFTALT
BOOSTUP2024613,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Boost Up 2024-6-13 Upload/Documentation/SG ASL Boost Up 2024-6-13 CC.mp4,boostup,2024-6-13,Documentation,BOOSTUP
BRAINLESS202478,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Brainless 2024-7-8 Upload/Documentation/SG ASL Brainless 2024-7-8 CC.mp4,brainless,2024-7-8,Documentation,BRAINLESS
BEAD(ALT)2024213,/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Bead (Alt) 2024-2-13 Upload/Documentation/SG ASL Bead (Alt) 2024-2-13 CC.mp4,bead,2024-2-13,Documentation,BEAD
BEFORE(PASTALT)202439,"/mnt/data/media/SG ASL Dictionary/media/SG ASL Dictionary/ASL B/SG ASL Before (Past, Alt) 2024-3-9 Upload/Documentation/SG ASL Before (Past, Alt) 2024-3-9 CC.mp4",before,2024-3-9,Documentation,BEFORE
